2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622.666667,2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650.333333,2622.666667,2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,2650.333333,2622.666667,2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,2635,2650.333333,2622.666667,2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,2641,2635,2650.333333,2622.666667,2664.333333,2687.666667,2675,2675.333333,2705.666667,2715.333333,2652.333333,2605.333333,2584.666667,2564.666667,2537,2513.333333,2526.333333,2540,2577.333333,2557.666667,2544.333333,2517.333333,2479.333333,2495.333333,2559.333333,2565.666667,2584,2623,2620,2623,2602.666667,2587.333333,2600.666667,2613.333333,2658,2710.333333,2736.333333,2700,2709,2690.333333,2674.666667,2710.333333,2716.333333,2703.666667,2667,2643,2660,2663,2683,2672.666667,2700.666667,2703.666667,2731.333333,2728,2712.666667,2694.333333,2688.333333,2697,2685.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
